rep_id,rep_name,territory_id,hcp_id,activity_type,activity_date,duration_minutes,samples_left,outcome
REP-021,Rahul Shetty,TER-08,HCP-0207,Visit,2024-08-09,46,10,Positive
REP-029,Siddharth Chopra,TER-12,HCP-0309,Sample Drop,2024-08-09,20,1,Neutral
REP-003,Amit Kumar,TER-01,HCP-0030,Phone Call,2024-08-09,64,0,Positive
REP-006,Sunita Reddy,TER-02,HCP-0047,Conference,2024-08-09,47,0,Positive
REP-045,Mohan Narayan,TER-18,HCP-0456,Phone Call,2024-08-09,20,0,Neutral
REP-050,Lakshmi Pillai,TER-20,HCP-0487,Sample Drop,2024-08-09,31,8,No Show
REP-050,Lakshmi Pillai,TER-20,HCP-0497,Visit,2024-08-09,45,3,Neutral
REP-010,Anjali Mehta,TER-04,HCP-0106,Sample Drop,2024-08-09,53,11,Follow-up Required
REP-037,Naveen Deshpande,TER-15,HCP-0378,Visit,2024-08-09,58,5,Follow-up Required
REP-025,Gaurav Pandey,TER-10,HCP-0259,Visit,2024-08-09,29,6,Positive
REP-039,Pradeep Shah,TER-16,HCP-0397,Visit,2024-08-09,35,13,Positive
REP-027,Kiran Malhotra,TER-11,HCP-0294,Sample Drop,2024-08-09,58,9,Positive
REP-033,Ajay Sen,TER-14,HCP-0358,Visit,2024-08-10,39,1,Neutral
REP-047,Gopal Srivastava,TER-19,HCP-0468,Phone Call,2024-08-10,47,0,Positive
REP-027,Kiran Malhotra,TER-11,HCP-0294,Sample Drop,2024-08-10,19,10,No Show
REP-006,Sunita Reddy,TER-02,HCP-0065,Phone Call,2024-08-10,34,0,Follow-up Required
REP-045,Mohan Narayan,TER-18,HCP-0456,Visit,2024-08-10,15,2,Positive
REP-024,Komal Dubey,TER-09,HCP-0241,Visit,2024-08-10,32,11,Positive
REP-024,Komal Dubey,TER-09,HCP-0225,Sample Drop,2024-08-10,32,12,No Show
REP-034,Varsha Roy,TER-14,HCP-0361,Visit,2024-08-10,24,4,Positive
REP-002,Priya Patel,TER-01,HCP-0019,Sample Drop,2024-08-10,19,7,Neutral
REP-034,Varsha Roy,TER-14,HCP-0366,Virtual Meeting,2024-08-10,30,0,Follow-up Required
REP-035,Ravi Ghosh,TER-14,HCP-0353,Phone Call,2024-08-10,23,0,Positive
REP-020,Sneha Deshmukh,TER-08,HCP-0215,Phone Call,2024-08-10,23,0,Positive
REP-029,Siddharth Chopra,TER-12,HCP-0309,Phone Call,2024-08-10,32,0,Positive
REP-034,Varsha Roy,TER-14,HCP-0343,Phone Call,2024-08-10,56,0,Neutral
REP-030,Rashmi Bose,TER-12,HCP-0296,Phone Call,2024-08-10,33,0,Declined Meeting
REP-004,Neha Gupta,TER-02,HCP-0039,Virtual Meeting,2024-08-10,55,0,Positive
REP-035,Ravi Ghosh,TER-14,HCP-0346,Virtual Meeting,2024-08-10,51,0,Positive
REP-046,Isha Prasad,TER-19,HCP-0474,Phone Call,2024-08-10,33,0,Neutral
REP-050,Lakshmi Pillai,TER-20,HCP-0486,Phone Call,2024-08-10,45,0,Follow-up Required
REP-014,Meera Das,TER-05,HCP-0149,Phone Call,2024-08-10,17,0,Positive
REP-002,Priya Patel,TER-01,HCP-0021,Sample Drop,2024-08-12,58,1,Neutral
REP-010,Anjali Mehta,TER-04,HCP-0122,Visit,2024-08-12,29,3,Neutral
REP-025,Gaurav Pandey,TER-10,HCP-0264,Virtual Meeting,2024-08-12,50,0,Positive
REP-019,Vivek Kulkarni,TER-07,HCP-0186,Phone Call,2024-08-12,13,0,Declined Meeting
REP-021,Rahul Shetty,TER-08,HCP-0200,Visit,2024-08-12,38,10,Positive
REP-008,Kavita Nair,TER-03,HCP-0081,Virtual Meeting,2024-08-12,42,0,Positive
REP-029,Siddharth Chopra,TER-12,HCP-0297,Phone Call,2024-08-12,17,0,Positive
REP-010,Anjali Mehta,TER-04,HCP-0111,Visit,2024-08-12,42,5,Neutral
REP-025,Gaurav Pandey,TER-10,HCP-0257,Virtual Meeting,2024-08-12,29,0,Neutral
REP-006,Sunita Reddy,TER-02,HCP-0065,Virtual Meeting,2024-08-12,33,0,Positive
REP-004,Neha Gupta,TER-02,HCP-0047,Virtual Meeting,2024-08-12,25,0,Follow-up Required
REP-037,Naveen Deshpande,TER-15,HCP-0381,Conference,2024-08-12,47,0,Positive
REP-024,Komal Dubey,TER-09,HCP-0241,Sample Drop,2024-08-12,32,6,No Show
REP-045,Mohan Narayan,TER-18,HCP-0438,Phone Call,2024-08-12,45,0,Positive
REP-033,Ajay Sen,TER-14,HCP-0359,Conference,2024-08-12,26,0,Neutral
REP-011,Arun Rao,TER-04,HCP-0104,Visit,2024-08-12,40,12,Positive
REP-041,Sameer Rajan,TER-17,HCP-0417,Conference,2024-08-12,27,0,Neutral
REP-004,Neha Gupta,TER-02,HCP-0066,Visit,2024-08-12,74,6,Positive
REP-022,Shreya Menon,TER-09,HCP-0238,Virtual Meeting,2024-08-12,19,0,Neutral
REP-022,Shreya Menon,TER-09,HCP-0232,Phone Call,2024-08-12,27,0,Positive
REP-005,Vikram Singh,TER-02,HCP-0066,Visit,2024-08-12,39,1,Neutral
REP-027,Kiran Malhotra,TER-11,HCP-0291,Sample Drop,2024-08-12,48,10,Positive
REP-033,Ajay Sen,TER-14,HCP-0361,Virtual Meeting,2024-08-12,37,0,Follow-up Required
REP-003,Amit Kumar,TER-01,HCP-0019,Visit,2024-08-12,64,14,No Show
REP-030,Rashmi Bose,TER-12,HCP-0311,Phone Call,2024-08-12,26,0,Neutral
REP-030,Rashmi Bose,TER-12,HCP-0296,Visit,2024-08-12,28,10,Positive
REP-013,Rohit Banerjee,TER-05,HCP-0143,Conference,2024-08-13,35,0,Declined Meeting
REP-020,Sneha Deshmukh,TER-08,HCP-0214,Sample Drop,2024-08-13,59,7,Positive
REP-004,Neha Gupta,TER-02,HCP-0048,Phone Call,2024-08-13,63,0,Positive
REP-045,Mohan Narayan,TER-18,HCP-0457,Conference,2024-08-13,47,0,Follow-up Required
REP-020,Sneha Deshmukh,TER-08,HCP-0211,Phone Call,2024-08-13,24,0,No Show
REP-048,Kalpana Khanna,TER-20,HCP-0498,Phone Call,2024-08-13,37,0,Positive
REP-041,Sameer Rajan,TER-17,HCP-0417,Virtual Meeting,2024-08-13,40,0,Neutral
REP-003,Amit Kumar,TER-01,HCP-0030,Phone Call,2024-08-13,74,0,Positive
REP-026,Shruti Saxena,TER-10,HCP-0267,Sample Drop,2024-08-13,53,9,Positive
REP-006,Sunita Reddy,TER-02,HCP-0042,Sample Drop,2024-08-13,59,9,Positive
REP-039,Pradeep Shah,TER-16,HCP-0411,Phone Call,2024-08-13,63,0,Neutral
REP-050,Lakshmi Pillai,TER-20,HCP-0486,Visit,2024-08-13,52,9,Follow-up Required
REP-004,Neha Gupta,TER-02,HCP-0052,Visit,2024-08-13,74,12,Neutral
REP-042,Chitra Krishnan,TER-17,HCP-0424,Visit,2024-08-13,34,0,Neutral
REP-025,Gaurav Pandey,TER-10,HCP-0260,Visit,2024-08-13,44,2,Positive
REP-001,Rajesh Sharma,TER-01,HCP-0032,Phone Call,2024-08-13,10,0,Declined Meeting
REP-044,Heena Venkatesh,TER-18,HCP-0455,Visit,2024-08-13,31,4,Follow-up Required
REP-003,Amit Kumar,TER-01,HCP-0030,Phone Call,2024-08-13,72,0,Positive
REP-013,Rohit Banerjee,TER-05,HCP-0131,Conference,2024-08-13,16,0,Neutral
REP-003,Amit Kumar,TER-01,HCP-0019,Visit,2024-08-13,36,7,Neutral
REP-049,Tarun Agarwal,TER-20,HCP-0486,Sample Drop,2024-08-13,28,0,Neutral
REP-003,Amit Kumar,TER-01,HCP-0019,Visit,2024-08-13,75,3,Positive
REP-035,Ravi Ghosh,TER-14,HCP-0352,Visit,2024-08-13,44,3,Neutral
REP-040,Bhavna Thakur,TER-16,HCP-0405,Sample Drop,2024-08-13,27,8,Positive
REP-023,Pranav Tiwari,TER-09,HCP-0227,Sample Drop,2024-08-13,47,6,Declined Meeting
REP-034,Varsha Roy,TER-14,HCP-0352,Phone Call,2024-08-14,56,0,Positive
REP-003,Amit Kumar,TER-01,HCP-0035,Conference,2024-08-14,46,0,Positive
REP-006,Sunita Reddy,TER-02,HCP-0039,Conference,2024-08-14,29,0,Positive
REP-022,Shreya Menon,TER-09,HCP-0219,Conference,2024-08-14,44,0,Neutral
REP-008,Kavita Nair,TER-03,HCP-0071,Phone Call,2024-08-14,33,0,Neutral
REP-003,Amit Kumar,TER-01,HCP-0001,Virtual Meeting,2024-08-14,62,0,Positive
REP-034,Varsha Roy,TER-14,HCP-0360,Visit,2024-08-14,34,10,Neutral
REP-050,Lakshmi Pillai,TER-20,HCP-0485,Phone Call,2024-08-14,64,0,Neutral
REP-007,Sanjay Verma,TER-03,HCP-0092,Phone Call,2024-08-14,53,0,Neutral
REP-002,Priya Patel,TER-01,HCP-0023,Visit,2024-08-14,40,6,Positive
REP-034,Varsha Roy,TER-14,HCP-0360,Sample Drop,2024-08-14,31,0,Positive
REP-011,Arun Rao,TER-04,HCP-0119,Visit,2024-08-14,50,0,Follow-up Required
REP-038,Smita Jain,TER-16,HCP-0412,Visit,2024-08-14,27,9,Positive
REP-038,Smita Jain,TER-16,HCP-0410,Phone Call,2024-08-14,39,0,No Show
REP-007,Sanjay Verma,TER-03,HCP-0079,Visit,2024-08-14,52,10,Positive
REP-044,Heena Venkatesh,TER-18,HCP-0439,Phone Call,2024-08-14,63,0,Positive
REP-042,Chitra Krishnan,TER-17,HCP-0433,Visit,2024-08-14,59,0,Follow-up Required
REP-042,Chitra Krishnan,TER-17,HCP-0424,Phone Call,2024-08-14,37,0,Follow-up Required
REP-006,Sunita Reddy,TER-02,HCP-0047,Visit,2024-08-14,32,12,Positive
REP-015,Nikhil Mishra,TER-06,HCP-0162,Phone Call,2024-08-14,32,0,Positive
REP-040,Bhavna Thakur,TER-16,HCP-0398,Conference,2024-08-15,55,0,Follow-up Required
REP-008,Kavita Nair,TER-03,HCP-0091,Conference,2024-08-15,57,0,Neutral
REP-003,Amit Kumar,TER-01,HCP-0031,Conference,2024-08-15,36,0,Neutral
REP-014,Meera Das,TER-05,HCP-0137,Visit,2024-08-15,49,7,Neutral
REP-040,Bhavna Thakur,TER-16,HCP-0412,Visit,2024-08-15,39,10,Follow-up Required
REP-026,Shruti Saxena,TER-10,HCP-0267,Virtual Meeting,2024-08-15,42,0,Declined Meeting
REP-039,Pradeep Shah,TER-16,HCP-0401,Visit,2024-08-15,51,2,Positive
REP-014,Meera Das,TER-05,HCP-0146,Visit,2024-08-15,16,4,Neutral
REP-014,Meera Das,TER-05,HCP-0132,Sample Drop,2024-08-15,18,5,Positive
REP-032,Aparna Chatterjee,TER-13,HCP-0323,Conference,2024-08-15,49,0,Neutral
REP-027,Kiran Malhotra,TER-11,HCP-0281,Sample Drop,2024-08-15,25,4,No Show
REP-025,Gaurav Pandey,TER-10,HCP-0249,Phone Call,2024-08-15,54,0,No Show
REP-048,Kalpana Khanna,TER-20,HCP-0493,Phone Call,2024-08-15,49,0,No Show
REP-007,Sanjay Verma,TER-03,HCP-0100,Phone Call,2024-08-15,23,0,Declined Meeting
REP-036,Tanvi Patil,TER-15,HCP-0382,Visit,2024-08-15,50,2,Positive
REP-020,Sneha Deshmukh,TER-08,HCP-0198,Phone Call,2024-08-15,30,0,Positive
REP-041,Sameer Rajan,TER-17,HCP-0424,Virtual Meeting,2024-08-15,50,0,Neutral
REP-032,Aparna Chatterjee,TER-13,HCP-0340,Phone Call,2024-08-15,57,0,No Show
REP-014,Meera Das,TER-05,HCP-0145,Visit,2024-08-16,34,8,No Show
REP-029,Siddharth Chopra,TER-12,HCP-0297,Conference,2024-08-16,26,0,Neutral
REP-026,Shruti Saxena,TER-10,HCP-0242,Sample Drop,2024-08-16,27,0,Positive
REP-039,Pradeep Shah,TER-16,HCP-0404,Visit,2024-08-16,46,3,Positive
REP-027,Kiran Malhotra,TER-11,HCP-0280,Conference,2024-08-16,40,0,Declined Meeting
REP-010,Anjali Mehta,TER-04,HCP-0108,Sample Drop,2024-08-16,40,10,Positive
REP-050,Lakshmi Pillai,TER-20,HCP-0486,Visit,2024-08-16,73,10,No Show
REP-010,Anjali Mehta,TER-04,HCP-0111,Visit,2024-08-16,33,6,Positive
REP-049,Tarun Agarwal,TER-20,HCP-0492,Visit,2024-08-16,56,15,Positive
REP-024,Komal Dubey,TER-09,HCP-0235,Phone Call,2024-08-16,28,0,Neutral
REP-048,Kalpana Khanna,TER-20,HCP-0496,Phone Call,2024-08-16,33,0,No Show
REP-004,Neha Gupta,TER-02,HCP-0059,Sample Drop,2024-08-16,45,6,Positive
REP-011,Arun Rao,TER-04,HCP-0118,Phone Call,2024-08-16,26,0,Positive
REP-021,Rahul Shetty,TER-08,HCP-0193,Visit,2024-08-16,60,15,Positive
REP-003,Amit Kumar,TER-01,HCP-0034,Visit,2024-08-16,26,10,Follow-up Required
REP-041,Sameer Rajan,TER-17,HCP-0416,Visit,2024-08-16,20,8,Neutral
REP-015,Nikhil Mishra,TER-06,HCP-0159,Visit,2024-08-16,37,15,No Show
REP-006,Sunita Reddy,TER-02,HCP-0041,Phone Call,2024-08-16,74,0,Positive
REP-031,Harsh Mukherjee,TER-13,HCP-0340,Visit,2024-08-16,19,10,Positive
REP-006,Sunita Reddy,TER-02,HCP-0057,Virtual Meeting,2024-08-16,56,0,No Show
REP-002,Priya Patel,TER-01,HCP-0029,Conference,2024-08-16,24,0,Neutral
REP-045,Mohan Narayan,TER-18,HCP-0449,Conference,2024-08-16,41,0,Declined Meeting
REP-038,Smita Jain,TER-16,HCP-0404,Visit,2024-08-17,55,8,Positive
REP-026,Shruti Saxena,TER-10,HCP-0242,Conference,2024-08-17,45,0,Follow-up Required
REP-006,Sunita Reddy,TER-02,HCP-0067,Visit,2024-08-17,50,10,Follow-up Required
REP-011,Arun Rao,TER-04,HCP-0115,Virtual Meeting,2024-08-17,24,0,Positive
REP-027,Kiran Malhotra,TER-11,HCP-0284,Visit,2024-08-17,15,4,Positive
REP-009,Deepak Joshi,TER-03,HCP-0069,Sample Drop,2024-08-17,19,0,Declined Meeting
REP-004,Neha Gupta,TER-02,HCP-0047,Visit,2024-08-17,53,8,Positive
REP-038,Smita Jain,TER-16,HCP-0407,Sample Drop,2024-08-17,47,5,Positive
REP-014,Meera Das,TER-05,HCP-0139,Virtual Meeting,2024-08-17,41,0,Follow-up Required
REP-028,Pallavi Kapoor,TER-11,HCP-0288,Phone Call,2024-08-17,31,0,Positive
REP-006,Sunita Reddy,TER-02,HCP-0045,Visit,2024-08-17,25,2,Follow-up Required
REP-042,Chitra Krishnan,TER-17,HCP-0433,Phone Call,2024-08-17,26,0,Follow-up Required
REP-019,Vivek Kulkarni,TER-07,HCP-0175,Phone Call,2024-08-17,24,0,Neutral
REP-029,Siddharth Chopra,TER-12,HCP-0306,Virtual Meeting,2024-08-17,38,0,Positive
REP-047,Gopal Srivastava,TER-19,HCP-0476,Virtual Meeting,2024-08-17,15,0,Positive
REP-035,Ravi Ghosh,TER-14,HCP-0354,Virtual Meeting,2024-08-17,28,0,Positive
REP-014,Meera Das,TER-05,HCP-0132,Phone Call,2024-08-17,24,0,Positive
REP-048,Kalpana Khanna,TER-20,HCP-0486,Phone Call,2024-08-17,39,0,Positive
REP-012,Pooja Iyer,TER-04,HCP-0129,Phone Call,2024-08-17,28,0,Positive
REP-050,Lakshmi Pillai,TER-20,HCP-0499,Virtual Meeting,2024-08-17,66,0,Positive
REP-012,Pooja Iyer,TER-04,HCP-0128,Visit,2024-08-17,43,10,Neutral
REP-032,Aparna Chatterjee,TER-13,HCP-0329,Visit,2024-08-17,39,2,Declined Meeting
REP-035,Ravi Ghosh,TER-14,HCP-0354,Phone Call,2024-08-17,17,0,Positive
REP-011,Arun Rao,TER-04,HCP-0115,Visit,2024-08-17,26,4,Follow-up Required
REP-006,Sunita Reddy,TER-02,HCP-0062,Visit,2024-08-17,71,4,Positive
REP-011,Arun Rao,TER-04,HCP-0102,Phone Call,2024-08-17,39,0,Positive
REP-040,Bhavna Thakur,TER-16,HCP-0410,Phone Call,2024-08-19,50,0,Positive
REP-027,Kiran Malhotra,TER-11,HCP-0286,Phone Call,2024-08-19,43,0,Neutral
REP-045,Mohan Narayan,TER-18,HCP-0456,Sample Drop,2024-08-19,16,1,Positive
REP-050,Lakshmi Pillai,TER-20,HCP-0498,Virtual Meeting,2024-08-19,30,0,Positive
REP-027,Kiran Malhotra,TER-11,HCP-0281,Sample Drop,2024-08-19,59,3,Neutral
REP-029,Siddharth Chopra,TER-12,HCP-0298,Visit,2024-08-19,24,8,Neutral
REP-042,Chitra Krishnan,TER-17,HCP-0425,Visit,2024-08-19,21,11,Neutral
REP-041,Sameer Rajan,TER-17,HCP-0417,Sample Drop,2024-08-19,38,6,Positive
REP-050,Lakshmi Pillai,TER-20,HCP-0487,Sample Drop,2024-08-19,48,8,No Show
REP-039,Pradeep Shah,TER-16,HCP-0403,Visit,2024-08-19,29,7,Follow-up Required
REP-030,Rashmi Bose,TER-12,HCP-0296,Conference,2024-08-19,28,0,Neutral
REP-035,Ravi Ghosh,TER-14,HCP-0357,Sample Drop,2024-08-19,35,9,Positive
REP-015,Nikhil Mishra,TER-06,HCP-0163,Sample Drop,2024-08-19,48,13,Positive
REP-050,Lakshmi Pillai,TER-20,HCP-0488,Virtual Meeting,2024-08-19,41,0,Positive
REP-035,Ravi Ghosh,TER-14,HCP-0343,Phone Call,2024-08-19,20,0,Positive
REP-038,Smita Jain,TER-16,HCP-0408,Conference,2024-08-19,46,0,Follow-up Required
REP-010,Anjali Mehta,TER-04,HCP-0111,Phone Call,2024-08-19,39,0,Positive
REP-029,Siddharth Chopra,TER-12,HCP-0309,Visit,2024-08-19,60,9,Positive
REP-041,Sameer Rajan,TER-17,HCP-0425,Conference,2024-08-19,17,0,Neutral
REP-031,Harsh Mukherjee,TER-13,HCP-0320,Visit,2024-08-19,58,0,Positive
REP-011,Arun Rao,TER-04,HCP-0120,Visit,2024-08-19,34,7,Positive
REP-014,Meera Das,TER-05,HCP-0154,Visit,2024-08-19,27,11,No Show
REP-003,Amit Kumar,TER-01,HCP-0022,Phone Call,2024-08-19,35,0,Neutral
REP-010,Anjali Mehta,TER-04,HCP-0114,Visit,2024-08-19,22,9,Positive
REP-033,Ajay Sen,TER-14,HCP-0352,Visit,2024-08-19,42,1,Positive
REP-034,Varsha Roy,TER-14,HCP-0354,Visit,2024-08-19,26,10,Positive
REP-015,Nikhil Mishra,TER-06,HCP-0161,Visit,2024-08-19,72,1,Neutral
REP-025,Gaurav Pandey,TER-10,HCP-0252,Phone Call,2024-08-19,22,0,Neutral
REP-046,Isha Prasad,TER-19,HCP-0472,Virtual Meeting,2024-08-19,23,0,Positive
REP-038,Smita Jain,TER-16,HCP-0412,Sample Drop,2024-08-19,51,13,Positive
REP-010,Anjali Mehta,TER-04,HCP-0123,Sample Drop,2024-08-19,33,11,Neutral
REP-024,Komal Dubey,TER-09,HCP-0239,Conference,2024-08-19,41,0,Declined Meeting
REP-002,Priya Patel,TER-01,HCP-0031,Virtual Meeting,2024-08-20,48,0,Positive
REP-036,Tanvi Patil,TER-15,HCP-0371,Visit,2024-08-20,54,3,Follow-up Required
REP-042,Chitra Krishnan,TER-17,HCP-0429,Visit,2024-08-20,50,12,Follow-up Required
REP-050,Lakshmi Pillai,TER-20,HCP-0484,Virtual Meeting,2024-08-20,50,0,Positive
REP-049,Tarun Agarwal,TER-20,HCP-0482,Phone Call,2024-08-20,31,0,Neutral
REP-024,Komal Dubey,TER-09,HCP-0232,Sample Drop,2024-08-20,56,0,Positive
REP-038,Smita Jain,TER-16,HCP-0415,Visit,2024-08-20,60,14,No Show
REP-037,Naveen Deshpande,TER-15,HCP-0375,Visit,2024-08-20,58,3,Neutral
REP-016,Swati Chauhan,TER-06,HCP-0161,Phone Call,2024-08-20,17,0,Neutral
REP-044,Heena Venkatesh,TER-18,HCP-0441,Virtual Meeting,2024-08-20,70,0,No Show
REP-007,Sanjay Verma,TER-03,HCP-0098,Virtual Meeting,2024-08-20,36,0,Neutral
REP-017,Anand Yadav,TER-06,HCP-0161,Phone Call,2024-08-20,35,0,Positive
REP-020,Sneha Deshmukh,TER-08,HCP-0191,Visit,2024-08-20,16,12,No Show
REP-050,Lakshmi Pillai,TER-20,HCP-0488,Phone Call,2024-08-20,74,0,Neutral
REP-044,Heena Venkatesh,TER-18,HCP-0453,Visit,2024-08-20,51,0,Positive
REP-011,Arun Rao,TER-04,HCP-0122,Sample Drop,2024-08-21,46,11,Positive
REP-038,Smita Jain,TER-16,HCP-0412,Conference,2024-08-21,41,0,Follow-up Required
REP-010,Anjali Mehta,TER-04,HCP-0106,Phone Call,2024-08-21,40,0,Positive
REP-037,Naveen Deshpande,TER-15,HCP-0371,Phone Call,2024-08-21,18,0,Declined Meeting
REP-026,Shruti Saxena,TER-10,HCP-0268,Visit,2024-08-21,57,4,Positive
REP-022,Shreya Menon,TER-09,HCP-0223,Virtual Meeting,2024-08-21,23,0,Follow-up Required
REP-046,Isha Prasad,TER-19,HCP-0461,Visit,2024-08-21,15,0,Positive
REP-043,Arjun Subramaniam,TER-17,HCP-0428,Phone Call,2024-08-21,24,0,No Show
REP-048,Kalpana Khanna,TER-20,HCP-0495,Visit,2024-08-21,49,6,No Show
REP-019,Vivek Kulkarni,TER-07,HCP-0186,Visit,2024-08-21,38,2,Declined Meeting
REP-044,Heena Venkatesh,TER-18,HCP-0437,Virtual Meeting,2024-08-21,56,0,Positive
REP-023,Pranav Tiwari,TER-09,HCP-0241,Visit,2024-08-21,36,4,Positive
REP-020,Sneha Deshmukh,TER-08,HCP-0192,Phone Call,2024-08-21,39,0,Follow-up Required
REP-003,Amit Kumar,TER-01,HCP-0033,Phone Call,2024-08-21,61,0,Positive
REP-003,Amit Kumar,TER-01,HCP-0016,Visit,2024-08-21,61,1,Neutral
REP-038,Smita Jain,TER-16,HCP-0407,Sample Drop,2024-08-21,75,5,Positive
REP-047,Gopal Srivastava,TER-19,HCP-0468,Virtual Meeting,2024-08-21,51,0,Positive
REP-049,Tarun Agarwal,TER-20,HCP-0489,Sample Drop,2024-08-22,66,12,Neutral
REP-025,Gaurav Pandey,TER-10,HCP-0255,Sample Drop,2024-08-22,42,3,Follow-up Required
REP-004,Neha Gupta,TER-02,HCP-0067,Phone Call,2024-08-22,37,0,Neutral
REP-033,Ajay Sen,TER-14,HCP-0351,Phone Call,2024-08-22,21,0,No Show
REP-025,Gaurav Pandey,TER-10,HCP-0259,Phone Call,2024-08-22,24,0,Neutral
REP-009,Deepak Joshi,TER-03,HCP-0076,Virtual Meeting,2024-08-22,45,0,No Show
REP-035,Ravi Ghosh,TER-14,HCP-0353,Phone Call,2024-08-22,28,0,Positive
REP-029,Siddharth Chopra,TER-12,HCP-0310,Phone Call,2024-08-22,60,0,Neutral
REP-012,Pooja Iyer,TER-04,HCP-0121,Visit,2024-08-22,55,5,Declined Meeting
REP-045,Mohan Narayan,TER-18,HCP-0438,Phone Call,2024-08-22,35,0,Positive
REP-034,Varsha Roy,TER-14,HCP-0347,Visit,2024-08-22,15,3,Positive
REP-023,Pranav Tiwari,TER-09,HCP-0221,Conference,2024-08-22,26,0,Positive
REP-010,Anjali Mehta,TER-04,HCP-0117,Conference,2024-08-22,37,0,Positive
REP-041,Sameer Rajan,TER-17,HCP-0432,Sample Drop,2024-08-22,28,11,No Show
REP-011,Arun Rao,TER-04,HCP-0125,Phone Call,2024-08-22,42,0,Positive
REP-044,Heena Venkatesh,TER-18,HCP-0451,Phone Call,2024-08-22,34,0,Positive
REP-020,Sneha Deshmukh,TER-08,HCP-0203,Sample Drop,2024-08-22,22,4,Positive
REP-050,Lakshmi Pillai,TER-20,HCP-0499,Sample Drop,2024-08-22,42,10,Positive
REP-039,Pradeep Shah,TER-16,HCP-0414,Visit,2024-08-22,36,2,Positive
REP-007,Sanjay Verma,TER-03,HCP-0092,Virtual Meeting,2024-08-22,34,0,Neutral
REP-044,Heena Venkatesh,TER-18,HCP-0455,Visit,2024-08-22,49,12,Positive
REP-015,Nikhil Mishra,TER-06,HCP-0163,Visit,2024-08-23,54,2,Positive
REP-025,Gaurav Pandey,TER-10,HCP-0245,Phone Call,2024-08-23,60,0,Neutral
REP-046,Isha Prasad,TER-19,HCP-0468,Visit,2024-08-23,51,9,Positive
REP-049,Tarun Agarwal,TER-20,HCP-0499,Phone Call,2024-08-23,50,0,Positive
REP-004,Neha Gupta,TER-02,HCP-0058,Sample Drop,2024-08-23,29,4,Positive
REP-049,Tarun Agarwal,TER-20,HCP-0484,Visit,2024-08-23,64,14,Neutral
REP-050,Lakshmi Pillai,TER-20,HCP-0498,Virtual Meeting,2024-08-23,31,0,Positive
REP-004,Neha Gupta,TER-02,HCP-0041,Visit,2024-08-23,75,3,Positive
REP-016,Swati Chauhan,TER-06,HCP-0159,Visit,2024-08-23,25,8,Positive
REP-041,Sameer Rajan,TER-17,HCP-0424,Sample Drop,2024-08-23,53,9,Neutral
REP-001,Rajesh Sharma,TER-01,HCP-0002,Conference,2024-08-23,10,0,Follow-up Required
REP-010,Anjali Mehta,TER-04,HCP-0124,Virtual Meeting,2024-08-23,16,0,Neutral
REP-039,Pradeep Shah,TER-16,HCP-0414,Visit,2024-08-23,63,5,Positive
REP-030,Rashmi Bose,TER-12,HCP-0303,Visit,2024-08-23,20,7,Positive
REP-015,Nikhil Mishra,TER-06,HCP-0169,Virtual Meeting,2024-08-23,70,0,Neutral
REP-047,Gopal Srivastava,TER-19,HCP-0475,Phone Call,2024-08-23,56,0,Positive
REP-014,Meera Das,TER-05,HCP-0146,Phone Call,2024-08-23,47,0,Neutral
REP-004,Neha Gupta,TER-02,HCP-0058,Sample Drop,2024-08-23,57,13,Positive
REP-022,Shreya Menon,TER-09,HCP-0227,Virtual Meeting,2024-08-23,22,0,Declined Meeting
REP-004,Neha Gupta,TER-02,HCP-0057,Phone Call,2024-08-23,41,0,Follow-up Required
REP-046,Isha Prasad,TER-19,HCP-0477,Conference,2024-08-23,31,0,Positive
REP-045,Mohan Narayan,TER-18,HCP-0440,Visit,2024-08-23,42,1,Neutral
REP-002,Priya Patel,TER-01,HCP-0028,Sample Drop,2024-08-23,37,12,No Show
REP-033,Ajay Sen,TER-14,HCP-0358,Phone Call,2024-08-23,51,0,Positive
REP-038,Smita Jain,TER-16,HCP-0412,Phone Call,2024-08-23,54,0,Follow-up Required
REP-011,Arun Rao,TER-04,HCP-0102,Visit,2024-08-23,29,5,Neutral
REP-004,Neha Gupta,TER-02,HCP-0061,Phone Call,2024-08-23,71,0,Positive
REP-042,Chitra Krishnan,TER-17,HCP-0429,Visit,2024-08-23,34,3,Neutral
REP-009,Deepak Joshi,TER-03,HCP-0089,Phone Call,2024-08-24,51,0,Follow-up Required
REP-010,Anjali Mehta,TER-04,HCP-0111,Phone Call,2024-08-24,21,0,Neutral
REP-013,Rohit Banerjee,TER-05,HCP-0151,Phone Call,2024-08-24,37,0,Follow-up Required
REP-044,Heena Venkatesh,TER-18,HCP-0435,Phone Call,2024-08-24,60,0,Positive
REP-042,Chitra Krishnan,TER-17,HCP-0426,Visit,2024-08-24,45,0,Declined Meeting
REP-011,Arun Rao,TER-04,HCP-0119,Phone Call,2024-08-24,29,0,Positive
REP-049,Tarun Agarwal,TER-20,HCP-0495,Conference,2024-08-24,35,0,Declined Meeting
REP-026,Shruti Saxena,TER-10,HCP-0261,Phone Call,2024-08-24,59,0,Positive
REP-014,Meera Das,TER-05,HCP-0146,Conference,2024-08-24,26,0,Follow-up Required
REP-043,Arjun Subramaniam,TER-17,HCP-0422,Visit,2024-08-24,48,6,Positive
